comparison	Genus	group1	group2	group1_n	group2_n	group1_mean	group2_mean	df	statistic	p	p_adj_bonferroni
gorilla.kruskal	Adlercreutzia	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Anaerofilum	captive_ape	wild_ape	77	377	0.001	0	1	319.7	0	0
bonobo.kruskal	Anaerofilum	captive_bonobo	wild_bonobo	9	69	3e-04	0	1	16.4	0	0.041
chimp.kruskal	Anaerofilum	captive_chimp	wild_chimp	25	132	0.0015	0	1	147.3	0	0
gorilla.kruskal	Anaerofilum	captive_gorilla	wild_gorilla	21	176	9e-04	0	1	174.7	0	0
cp_wd.kruskal	Lachnospiraceae_NK4B4_group	captive_ape	wild_ape	77	377	1e-04	0	1	39.8	0	0
bonobo.kruskal	Lachnospiraceae_NK4B4_group	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Lachnospiraceae_NK4B4_group	captive_chimp	wild_chimp	25	132	2e-04	0	1	44.2	0	0
gorilla.kruskal	Lachnospiraceae_NK4B4_group	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Syntrophococcus	captive_ape	wild_ape	77	377	0	0	1	4.9	0.027	1
bonobo.kruskal	Syntrophococcus	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Syntrophococcus	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Syntrophococcus	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Faecalitalea	captive_ape	wild_ape	77	377	0	0	NA	NA	NA	NA
bonobo.kruskal	Faecalitalea	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Faecalitalea	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Faecalitalea	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Candidatus_Stoquefichus	captive_ape	wild_ape	77	377	0	0	NA	NA	NA	NA
bonobo.kruskal	Candidatus_Stoquefichus	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Candidatus_Stoquefichus	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Candidatus_Stoquefichus	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Leuconostoc	captive_ape	wild_ape	77	377	0	0	1	0.4	0.522	1
bonobo.kruskal	Leuconostoc	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Leuconostoc	captive_chimp	wild_chimp	25	132	0	0	1	0.4	0.537	1
gorilla.kruskal	Leuconostoc	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Cetobacterium	captive_ape	wild_ape	77	377	0	0	NA	NA	NA	NA
bonobo.kruskal	Cetobacterium	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Cetobacterium	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Cetobacterium	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
cp_wd.kruskal	Delftia	captive_ape	wild_ape	77	377	0	0	NA	NA	NA	NA
bonobo.kruskal	Delftia	captive_bonobo	wild_bonobo	9	69	0	0	NA	NA	NA	NA
chimp.kruskal	Delftia	captive_chimp	wild_chimp	25	132	0	0	NA	NA	NA	NA
gorilla.kruskal	Delftia	captive_gorilla	wild_gorilla	21	176	0	0	NA	NA	NA	NA
