#SampleID	Old_SampleID	dataset	genus_sp	subspecies	common_name	uniqueid	site	site_code	country	country_zoo	captivity_status	captivity_status_ext	amplicon	sample	Description
wd.gor.CP.a79.16s	a79	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a79	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a79	wild_gorilla
wd.gor.CP.a8.16s	a8	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a8	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a8	wild_gorilla
wd.gor.CP.a80.16s	a80	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a80	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a80	wild_gorilla
wd.gor.CP.a81.16s	a81	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a81	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a81	wild_gorilla
wd.gor.CP.a82.16s	a82	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a82	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a82	wild_gorilla
wd.gor.CP.a83.16s	a83	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a83	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a83	wild_gorilla
wd.gor.CP.a84.16s	a84	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a84	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a84	wild_gorilla
wd.gor.CP.a85.16s	a85	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a85	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a85	wild_gorilla
wd.gor.CP.a86.16s	a86	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a86	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a86	wild_gorilla
wd.gor.CP.a87.16s	a87	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a87	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a87	wild_gorilla
wd.gor.CP.a88.16s	a88	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a88	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a88	wild_gorilla
wd.gor.CP.a89.16s	a89	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a89	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a89	wild_gorilla
wd.gor.CP.a9.16s	a9	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a9	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a9	wild_gorilla
wd.gor.CP.a90.16s	a90	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a90	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a90	wild_gorilla
wd.gor.CP.a91.16s	a91	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a91	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a91	wild_gorilla
wd.gor.CP.a92.16s	a92	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a92	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a92	wild_gorilla
wd.gor.CP.a93.16s	a93	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a93	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a93	wild_gorilla
wd.gor.CP.a94.16s	a94	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a94	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a94	wild_gorilla
wd.gor.CP.a95.16s	a95	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a95	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a95	wild_gorilla
wd.gor.CP.a96.16s	a96	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a96	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a96	wild_gorilla
wd.gor.CP.a97.16s	a97	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a97	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a97	wild_gorilla
wd.gor.CP.a98.16s	a98	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a98	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a98	wild_gorilla
wd.gor.CP.a99.16s	a99	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a99	Campo_Maan 	CP	Cameroon	Cameroon	wild	wild	16s	wd.gor.CP.a99	wild_gorilla
wd.gor.DJ.a132.16s	a132	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a132	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a132	wild_gorilla
wd.gor.DJ.a133.16s	a133	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a133	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a133	wild_gorilla
wd.gor.DJ.a134.16s	a134	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a134	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a134	wild_gorilla
wd.gor.DJ.a135.16s	a135	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a135	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a135	wild_gorilla
wd.gor.DJ.a136.16s	a136	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a136	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a136	wild_gorilla
wd.gor.DJ.a137.16s	a137	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a137	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a137	wild_gorilla
wd.gor.DJ.a138.16s	a138	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a138	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a138	wild_gorilla
wd.gor.DJ.a139.16s	a139	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a139	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a139	wild_gorilla
wd.gor.DJ.a140.16s	a140	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a140	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a140	wild_gorilla
wd.gor.DJ.a141.16s	a141	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a141	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a141	wild_gorilla
wd.gor.DJ.a142.16s	a142	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a142	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a142	wild_gorilla
wd.gor.DJ.a143.16s	a143	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a143	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a143	wild_gorilla
wd.gor.DJ.a144.16s	a144	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a144	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a144	wild_gorilla
wd.gor.DJ.a145.16s	a145	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a145	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a145	wild_gorilla
wd.gor.DJ.a146.16s	a146	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a146	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a146	wild_gorilla
wd.gor.DJ.a147.16s	a147	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a147	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a147	wild_gorilla
wd.gor.DJ.a148.16s	a148	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a148	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a148	wild_gorilla
wd.gor.DJ.a149.16s	a149	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a149	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a149	wild_gorilla
wd.gor.DJ.a150.16s	a150	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a150	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a150	wild_gorilla
wd.gor.DJ.a151.16s	a151	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a151	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a151	wild_gorilla
wd.gor.DJ.a152.16s	a152	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a152	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a152	wild_gorilla
wd.gor.DJ.a153.16s	a153	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a153	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a153	wild_gorilla
wd.gor.DJ.a154.16s	a154	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a154	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a154	wild_gorilla
wd.gor.DJ.a155.16s	a155	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a155	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a155	wild_gorilla
wd.gor.DJ.a156.16s	a156	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a156	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a156	wild_gorilla
wd.gor.DJ.a157.16s	a157	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a157	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a157	wild_gorilla
wd.gor.DJ.a158.16s	a158	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a158	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a158	wild_gorilla
wd.gor.DJ.a159.16s	a159	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a159	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a159	wild_gorilla
wd.gor.DJ.a160.16s	a160	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a160	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a160	wild_gorilla
wd.gor.DJ.a161.16s	a161	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a161	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a161	wild_gorilla
wd.gor.DJ.a162.16s	a162	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a162	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a162	wild_gorilla
wd.gor.DJ.a163.16s	a163	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a163	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a163	wild_gorilla
wd.gor.DJ.a164.16s	a164	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a164	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a164	wild_gorilla
wd.gor.DJ.a165.16s	a165	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a165	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a165	wild_gorilla
wd.gor.DJ.a166.16s	a166	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a166	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a166	wild_gorilla
wd.gor.DJ.a167.16s	a167	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a167	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a167	wild_gorilla
wd.gor.DJ.a168.16s	a168	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a168	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a168	wild_gorilla
wd.gor.DJ.a169.16s	a169	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a169	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a169	wild_gorilla
wd.gor.DJ.a170.16s	a170	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a170	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a170	wild_gorilla
wd.gor.DJ.a171.16s	a171	moeller_2014	Gorilla_gorilla	Gorilla_gorilla_gorilla	western_lowland_gorilla	a171	Djoum	DJ	Cameroon	Cameroon	wild	wild	16s	wd.gor.DJ.a171	wild_gorilla
wd.chi.GM.1.16s	1	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	1	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.1	wild_chimp
wd.chi.GM.10.16s	10	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	10	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.10	wild_chimp
wd.chi.GM.100.16s	100	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	100	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.100	wild_chimp
wd.chi.GM.101.16s	101	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	101	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.101	wild_chimp
wd.chi.GM.102.16s	102	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	102	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.102	wild_chimp
wd.chi.GM.103.16s	103	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	103	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.103	wild_chimp
wd.chi.GM.104.16s	104	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	104	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.104	wild_chimp
wd.chi.GM.105.16s	105	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	105	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.105	wild_chimp
wd.chi.GM.106.16s	106	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	106	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.106	wild_chimp
wd.chi.GM.107.16s	107	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	107	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.107	wild_chimp
wd.chi.GM.108.16s	108	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	108	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.108	wild_chimp
wd.chi.GM.109.16s	109	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	109	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.109	wild_chimp
wd.chi.GM.11.16s	11	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	11	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.11	wild_chimp
wd.chi.GM.110.16s	110	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	110	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.110	wild_chimp
wd.chi.GM.111.16s	111	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	111	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.111	wild_chimp
wd.chi.GM.112.16s	112	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	112	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.112	wild_chimp
wd.chi.GM.113.16s	113	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	113	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.113	wild_chimp
wd.chi.GM.114.16s	114	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	114	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.114	wild_chimp
wd.chi.GM.115.16s	115	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	115	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.115	wild_chimp
wd.chi.GM.116.16s	116	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	116	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.116	wild_chimp
wd.chi.GM.117.16s	117	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	117	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.117	wild_chimp
wd.chi.GM.118.16s	118	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	118	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.118	wild_chimp
wd.chi.GM.119.16s	119	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	119	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.119	wild_chimp
wd.chi.GM.12.16s	12	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	12	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.12	wild_chimp
wd.chi.GM.120.16s	120	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	120	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.120	wild_chimp
wd.chi.GM.121.16s	121	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	121	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.121	wild_chimp
wd.chi.GM.122.16s	122	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	122	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.122	wild_chimp
wd.chi.GM.123.16s	123	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	123	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.123	wild_chimp
wd.chi.GM.124.16s	124	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	124	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.124	wild_chimp
wd.chi.GM.125.16s	125	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	125	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.125	wild_chimp
wd.chi.GM.126.16s	126	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	126	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.126	wild_chimp
wd.chi.GM.127.16s	127	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	127	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.127	wild_chimp
wd.chi.GM.128.16s	128	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	128	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.128	wild_chimp
wd.chi.GM.129.16s	129	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	129	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.129	wild_chimp
wd.chi.GM.13.16s	13	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	13	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.13	wild_chimp
wd.chi.GM.130.16s	130	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	130	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.130	wild_chimp
wd.chi.GM.131.16s	131	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	131	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.131	wild_chimp
wd.chi.GM.132.16s	132	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	132	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.132	wild_chimp
wd.chi.GM.133.16s	133	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	133	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.133	wild_chimp
wd.chi.GM.134.16s	134	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	134	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.134	wild_chimp
wd.chi.GM.135.16s	135	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	135	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.135	wild_chimp
wd.chi.GM.136.16s	136	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	136	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.136	wild_chimp
wd.chi.GM.137.16s	137	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	137	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.137	wild_chimp
wd.chi.GM.138.16s	138	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	138	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.138	wild_chimp
wd.chi.GM.139.16s	139	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	139	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.139	wild_chimp
wd.chi.GM.14.16s	14	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	14	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.14	wild_chimp
wd.chi.GM.140.16s	140	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	140	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.140	wild_chimp
wd.chi.GM.141.16s	141	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	141	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.141	wild_chimp
wd.chi.GM.142.16s	142	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	142	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.142	wild_chimp
wd.chi.GM.143.16s	143	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	143	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.143	wild_chimp
wd.chi.GM.144.16s	144	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	144	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.144	wild_chimp
wd.chi.GM.145.16s	145	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	145	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.145	wild_chimp
wd.chi.GM.146.16s	146	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	146	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.146	wild_chimp
wd.chi.GM.147.16s	147	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	147	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.147	wild_chimp
wd.chi.GM.148.16s	148	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	148	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.148	wild_chimp
wd.chi.GM.149.16s	149	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	149	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.149	wild_chimp
wd.chi.GM.15.16s	15	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	15	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.15	wild_chimp
wd.chi.GM.150.16s	150	moeller_2014	Pan_troglodytes	Pan_troglodytes_schweinfurthii	eastern_chimpanzee	150	gombe	GM	Tanzania	Tanzania	wild	wild	16s	wd.chi.GM.150	wild_chimp
